"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"7911285"	"0.65433"	"9.23e-02"	"2.3698"	"OR2T5///OR2T29"	"olfactory receptor family 2 subfamily T member 5///olfactory receptor family 2 subfamily T member 29"
"8103358"	"0.65433"	"9.23e-02"	"2.3696"	""	""
"7893726"	"0.65453"	"9.23e-02"	"2.3692"	""	""
"7984155"	"0.65458"	"9.24e-02"	"2.3682"	"SNX1"	"sorting nexin 1"
"7981911"	"0.65458"	"9.25e-02"	"2.3681"	"MKRN3"	"makorin ring finger protein 3"
"7941946"	"0.65458"	"9.25e-02"	"2.368"	"NDUFV1"	"NADH:ubiquinone oxidoreductase core subunit V1"
"7929612"	"0.65458"	"9.25e-02"	"2.3679"	""	""
"7922610"	"0.65458"	"9.25e-02"	"2.3679"	"ABL2"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"
"7932744"	"0.65458"	"9.25e-02"	"2.3678"	"ARMC4"	"armadillo repeat containing 4"
"8015410"	"0.65458"	"9.25e-02"	"2.3676"	""	""
"8065080"	"0.65458"	"9.25e-02"	"2.3674"	""	""
"8011732"	"0.65458"	"9.25e-02"	"2.3673"	""	""
"8051746"	"0.65464"	"9.26e-02"	"2.3669"	"THUMPD2"	"THUMP domain containing 2"
"7918284"	"0.65464"	"9.26e-02"	"2.3668"	"TAF13"	"TATA-box binding protein associated factor 13"
"7984380"	"0.65464"	"9.26e-02"	"2.3666"	"IQCH"	"IQ motif containing H"
"7895291"	"0.65464"	"9.26e-02"	"2.3663"	""	""
"8048118"	"0.65464"	"9.26e-02"	"2.3662"	""	""
"8111101"	"0.65464"	"9.27e-02"	"2.3661"	"ANKH"	"ANKH inorganic pyrophosphate transport regulator"
"7927108"	"0.65486"	"9.27e-02"	"2.3656"	"BMS1"	"BMS1, ribosome biogenesis factor"
"7897955"	"0.6549"	"9.27e-02"	"2.3654"	"AADACL4"	"arylacetamide deacetylase like 4"
"8095800"	"0.65509"	"9.28e-02"	"2.3649"	""	""
"7896105"	"0.65533"	"9.28e-02"	"2.3643"	""	""
"8129804"	"0.65533"	"9.28e-02"	"2.3642"	"MAP3K5"	"mitogen-activated protein kinase kinase kinase 5"
"7895668"	"0.65538"	"9.29e-02"	"2.3639"	""	""
"8015016"	"0.65538"	"9.29e-02"	"2.3634"	"TNS4"	"tensin 4"
"7895366"	"0.65538"	"9.29e-02"	"2.3633"	""	""
"8042468"	"0.65538"	"9.29e-02"	"2.3633"	"ANXA4"	"annexin A4"
"7989315"	"0.65538"	"9.30e-02"	"2.3631"	"GTF2A2"	"general transcription factor IIA subunit 2"
"8048116"	"0.6558"	"9.30e-02"	"2.3624"	""	""
"7895962"	"0.6558"	"9.31e-02"	"2.362"	""	""
"8115346"	"0.6558"	"9.31e-02"	"2.3619"	"ATOX1"	"antioxidant 1 copper chaperone"
"8011990"	"0.6558"	"9.31e-02"	"2.3617"	"TEKT1"	"tektin 1"
"8106210"	"0.6558"	"9.31e-02"	"2.3616"	"ARHGEF28"	"Rho guanine nucleotide exchange factor 28"
"8119580"	"0.6558"	"9.31e-02"	"2.3613"	""	""
"8022418"	"0.6558"	"9.32e-02"	"2.3612"	""	""
"7944493"	"0.65584"	"9.32e-02"	"2.3609"	"CBL"	"Cbl proto-oncogene"
"8121365"	"0.65584"	"9.32e-02"	"2.3603"	"FOXO3"	"forkhead box O3"
"8118580"	"0.65584"	"9.33e-02"	"2.3602"	"BRD2"	"bromodomain containing 2"
"7960370"	"0.65584"	"9.33e-02"	"2.36"	"CRACR2A"	"calcium release activated channel regulator 2A"
"8029182"	"0.65584"	"9.33e-02"	"2.36"	"ZNF574"	"zinc finger protein 574"
"7925718"	"0.65584"	"9.33e-02"	"2.3597"	"OR2B11"	"olfactory receptor family 2 subfamily B member 11"
"8054888"	"0.65584"	"9.33e-02"	"2.3597"	"CLASP1"	"cytoplasmic linker associated protein 1"
"7995712"	"0.65584"	"9.33e-02"	"2.3595"	"CAPNS2"	"calpain small subunit 2"
"8148325"	"0.65584"	"9.33e-02"	"2.3594"	""	""
"7894673"	"0.65585"	"9.34e-02"	"2.3591"	""	""
"8156895"	"0.65585"	"9.34e-02"	"2.3585"	""	""
"8125780"	"0.65585"	"9.35e-02"	"2.3582"	"IP6K3"	"inositol hexakisphosphate kinase 3"
"7938390"	"0.65585"	"9.35e-02"	"2.3581"	"ADM"	"adrenomedullin"
"8145768"	"0.65585"	"9.35e-02"	"2.358"	""	""
"7938485"	"0.65585"	"9.35e-02"	"2.358"	"MICAL2"	"microtubule associated monooxygenase, calponin and LIM domain containing 2"
"8043347"	"0.65585"	"9.35e-02"	"2.358"	""	""
"7938756"	"0.65585"	"9.35e-02"	"2.3579"	"ST13P5"	"suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5"
"8039491"	"0.65618"	"9.36e-02"	"2.3571"	"UBE2S"	"ubiquitin conjugating enzyme E2 S"
"8154365"	"0.65618"	"9.36e-02"	"2.3569"	""	""
"8090212"	"0.65618"	"9.36e-02"	"2.3566"	""	""
"8022610"	"0.65618"	"9.37e-02"	"2.356"	""	""
"8022996"	"0.65618"	"9.37e-02"	"2.3557"	"EPG5"	"ectopic P-granules autophagy protein 5 homolog"
"7897449"	"0.65618"	"9.38e-02"	"2.3552"	"SPSB1"	"splA/ryanodine receptor domain and SOCS box containing 1"
"8153167"	"0.65618"	"9.38e-02"	"2.3547"	"KCNK9"	"potassium two pore domain channel subfamily K member 9"
"8122637"	"0.65618"	"9.39e-02"	"2.354"	"SASH1"	"SAM and SH3 domain containing 1"
"8126629"	"0.65618"	"9.39e-02"	"2.3536"	"GTPBP2"	"GTP binding protein 2"
"7913558"	"0.65618"	"9.39e-02"	"2.3536"	"LUZP1"	"leucine zipper protein 1"
"7968746"	"0.65618"	"9.39e-02"	"2.3536"	"WBP4"	"WW domain binding protein 4"
"8022176"	"0.65618"	"9.40e-02"	"2.3534"	"LAMA1"	"laminin subunit alpha 1"
"7896017"	"0.65618"	"9.40e-02"	"2.3534"	""	""
"8052583"	"0.65618"	"9.40e-02"	"2.3531"	""	""
"8091279"	"0.65618"	"9.40e-02"	"2.353"	""	""
"7968658"	"0.65618"	"9.40e-02"	"2.3527"	"EXOSC8"	"exosome component 8"
"8011759"	"0.65618"	"9.40e-02"	"2.3527"	"PFN1"	"profilin 1"
"7947136"	"0.65618"	"9.41e-02"	"2.3525"	""	""
"8000399"	"0.65618"	"9.41e-02"	"2.3521"	"ZKSCAN2"	"zinc finger with KRAB and SCAN domains 2"
"8138789"	"0.65618"	"9.41e-02"	"2.3521"	"JAZF1"	"JAZF zinc finger 1"
"8174820"	"0.65618"	"9.41e-02"	"2.3518"	"C1GALT1C1"	"C1GALT1 specific chaperone 1"
"8150112"	"0.65618"	"9.41e-02"	"2.3516"	"GSR"	"glutathione-disulfide reductase"
"8086706"	"0.65618"	"9.42e-02"	"2.3516"	"SETD2"	"SET domain containing 2"
"8048370"	"0.65618"	"9.42e-02"	"2.3514"	"BCS1L"	"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"7985571"	"0.65618"	"9.42e-02"	"2.3509"	"LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10"	"golgin A2 pseudogene///golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 7///golgin A2 pseudogene 2, Y-linked///golgin A2 pseudogene 10"
"8169158"	"0.65618"	"9.42e-02"	"2.3508"	"CXorf57"	"chromosome X open reading frame 57"
"8073192"	"0.65618"	"9.42e-02"	"2.3507"	"UQCRFS1"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"8152551"	"0.65618"	"9.43e-02"	"2.3504"	""	""
"7979694"	"0.65618"	"9.43e-02"	"2.3503"	""	""
"8157843"	"0.65618"	"9.43e-02"	"2.3502"	"RABEPK"	"Rab9 effector protein with kelch motifs"
"8177704"	"0.65618"	"9.43e-02"	"2.3502"	"OR10C1"	"olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)"
"8179007"	"0.65618"	"9.43e-02"	"2.3502"	"OR10C1"	"olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)"
"8116545"	"0.65618"	"9.43e-02"	"2.3499"	"LOC642316"	"uncharacterized LOC642316"
"8085970"	"0.65618"	"9.43e-02"	"2.3498"	""	""
"8117321"	"0.65618"	"9.44e-02"	"2.3496"	"TRIM38"	"tripartite motif containing 38"
"7894917"	"0.65618"	"9.44e-02"	"2.3496"	""	""
"8093576"	"0.65618"	"9.44e-02"	"2.3496"	"SCARNA22"	"small Cajal body-specific RNA 22"
"7907404"	"0.65618"	"9.44e-02"	"2.3496"	"SUCO"	"SUN domain containing ossification factor"
"8077770"	"0.65618"	"9.44e-02"	"2.3494"	"BRK1"	"BRICK1, SCAR/WAVE actin nucleating complex subunit"
"7892818"	"0.65618"	"9.44e-02"	"2.3492"	""	""
"7993339"	"0.65618"	"9.44e-02"	"2.3492"	""	""
"7940914"	"0.65618"	"9.44e-02"	"2.3488"	"FKBP2"	"FK506 binding protein 2"
"8130787"	"0.65618"	"9.44e-02"	"2.3488"	"TCP10L2///TCP10"	"t-complex 10-like 2///t-complex 10"
"7895156"	"0.65618"	"9.44e-02"	"2.3488"	""	""
"7895640"	"0.65618"	"9.45e-02"	"2.3485"	""	""
"8168727"	"0.65618"	"9.45e-02"	"2.3484"	""	""
"7917794"	"0.65618"	"9.45e-02"	"2.3484"	""	""
"7948133"	"0.65618"	"9.45e-02"	"2.3482"	"OR5M3"	"olfactory receptor family 5 subfamily M member 3"
"7894089"	"0.6562"	"9.45e-02"	"2.348"	""	""
"7917080"	"0.65648"	"9.46e-02"	"2.3474"	"DLSTP1"	"dihydrolipoamide S-succinyltransferase pseudogene 1"
"8049784"	"0.6566"	"9.46e-02"	"2.3469"	"PPP1R7"	"protein phosphatase 1 regulatory subunit 7"
"7997896"	"0.6566"	"9.46e-02"	"2.3469"	"ZNF778"	"zinc finger protein 778"
"8126916"	"0.65671"	"9.47e-02"	"2.3463"	"PGK2"	"phosphoglycerate kinase 2"
"7983630"	"0.65671"	"9.47e-02"	"2.346"	"FGF7"	"fibroblast growth factor 7"
"8016257"	"0.65671"	"9.48e-02"	"2.3455"	""	""
"7998407"	"0.65671"	"9.48e-02"	"2.3454"	"C1QTNF8"	"C1q and tumor necrosis factor related protein 8"
"7925607"	"0.65671"	"9.49e-02"	"2.3449"	""	""
"8001099"	"0.65671"	"9.49e-02"	"2.3448"	"HERC2P4///HERC2P2///HERC2P3///HERC2"	"hect domain and RLD 2 pseudogene 4///hect domain and RLD 2 pseudogene 2///hect domain and RLD 2 pseudogene 3///HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"8102415"	"0.65671"	"9.49e-02"	"2.3444"	"CAMK2D"	"calcium/calmodulin dependent protein kinase II delta"
"8026300"	"0.65671"	"9.49e-02"	"2.3444"	"ADGRE5"	"adhesion G protein-coupled receptor E5"
"7982356"	"0.65671"	"9.49e-02"	"2.3444"	""	""
"7987046"	"0.65671"	"9.49e-02"	"2.3444"	""	""
"7987137"	"0.65671"	"9.49e-02"	"2.3444"	""	""
"8053909"	"0.65671"	"9.49e-02"	"2.3442"	"SNRNP200"	"small nuclear ribonucleoprotein U5 subunit 200"
"8130824"	"0.65671"	"9.49e-02"	"2.3442"	"HGC6.3"	"uncharacterized LOC100128124"
"8091562"	"0.65671"	"9.50e-02"	"2.3439"	"DHX36"	"DEAH-box helicase 36"
"7893818"	"0.65671"	"9.50e-02"	"2.3439"	""	""
"8171760"	"0.65678"	"9.50e-02"	"2.3434"	"SCARNA9L"	"small Cajal body-specific RNA 9-like"
"7896493"	"0.65678"	"9.50e-02"	"2.343"	""	""
"7923406"	"0.65678"	"9.50e-02"	"2.343"	"PTPN7"	"protein tyrosine phosphatase, non-receptor type 7"
"8002891"	"0.65678"	"9.51e-02"	"2.343"	"CHST5"	"carbohydrate sulfotransferase 5"
"8121838"	"0.65678"	"9.51e-02"	"2.3428"	"TPD52L1"	"tumor protein D52-like 1"
"8146427"	"0.65678"	"9.51e-02"	"2.3425"	""	""
"7948504"	"0.65678"	"9.51e-02"	"2.3424"	"VPS37C"	"VPS37C, ESCRT-I subunit"
"8015946"	"0.65678"	"9.51e-02"	"2.3423"	"ASB16-AS1"	"ASB16 antisense RNA 1"
"8176219"	"0.65678"	"9.52e-02"	"2.3421"	"CMC4///MTCP1"	"C-X9-C motif containing 4///mature T-cell proliferation 1"
"8071899"	"0.65678"	"9.52e-02"	"2.3417"	"SPECC1L-ADORA2A///ADORA2A"	"SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor"
"8129271"	"0.65678"	"9.52e-02"	"2.3416"	""	""
"7946001"	"0.65678"	"9.52e-02"	"2.3415"	"OR52R1"	"olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)"
"8024282"	"0.65687"	"9.53e-02"	"2.3411"	"DAZAP1"	"DAZ associated protein 1"
"7893288"	"0.65687"	"9.53e-02"	"2.341"	""	""
"7969828"	"0.65692"	"9.53e-02"	"2.3406"	""	""
"7955906"	"0.65692"	"9.53e-02"	"2.3405"	"MIR148B"	"microRNA 148b"
"8112738"	"0.65692"	"9.53e-02"	"2.3404"	""	""
"8059862"	"0.65692"	"9.54e-02"	"2.3401"	""	""
"7939072"	"0.65692"	"9.54e-02"	"2.34"	"METTL15"	"methyltransferase like 15"
"7984686"	"0.65693"	"9.54e-02"	"2.3397"	"BBS4"	"Bardet-Biedl syndrome 4"
"8100615"	"0.65693"	"9.55e-02"	"2.3391"	"UBA6"	"ubiquitin like modifier activating enzyme 6"
"8102024"	"0.65693"	"9.55e-02"	"2.339"	"UBE2D3"	"ubiquitin conjugating enzyme E2 D3"
"7929768"	"0.65693"	"9.55e-02"	"2.3385"	"CUTC"	"cutC copper transporter"
"8096061"	"0.65693"	"9.56e-02"	"2.338"	"C4orf22"	"chromosome 4 open reading frame 22"
"7895691"	"0.65693"	"9.56e-02"	"2.3379"	""	""
"8161727"	"0.65693"	"9.56e-02"	"2.3376"	"ABHD17B"	"abhydrolase domain containing 17B"
"7894241"	"0.65693"	"9.56e-02"	"2.3375"	""	""
"7987369"	"0.65693"	"9.56e-02"	"2.3374"	"DPH6"	"diphthamine biosynthesis 6"
"7899289"	"0.65693"	"9.57e-02"	"2.3372"	"WDTC1"	"WD and tetratricopeptide repeats 1"
"7895304"	"0.65693"	"9.57e-02"	"2.3371"	""	""
"8161755"	"0.65693"	"9.57e-02"	"2.3371"	"ALDH1A1"	"aldehyde dehydrogenase 1 family member A1"
"8031893"	"0.65693"	"9.57e-02"	"2.3369"	"ZNF8"	"zinc finger protein 8"
"8168058"	"0.65693"	"9.57e-02"	"2.3368"	"FAM155B"	"family with sequence similarity 155 member B"
"7894558"	"0.65693"	"9.58e-02"	"2.3363"	""	""
"8091241"	"0.65693"	"9.58e-02"	"2.3359"	""	""
"8011245"	"0.65693"	"9.58e-02"	"2.3355"	"TSR1"	"TSR1, ribosome maturation factor"
"8126086"	"0.65693"	"9.59e-02"	"2.3354"	"TMEM217"	"transmembrane protein 217"
"8174985"	"0.65693"	"9.59e-02"	"2.3353"	"SMARCA1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
"8161166"	"0.65693"	"9.59e-02"	"2.3351"	"OR2S2"	"olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)"
"8019912"	"0.65693"	"9.59e-02"	"2.335"	"EMILIN2"	"elastin microfibril interfacer 2"
"8039109"	"0.65693"	"9.59e-02"	"2.3349"	"VSTM1"	"V-set and transmembrane domain containing 1"
"7896129"	"0.65693"	"9.59e-02"	"2.3349"	""	""
"8149387"	"0.65693"	"9.59e-02"	"2.3347"	"FAM86HP///FAM86B1///FAM86C1"	"family with sequence similarity 86, member A pseudogene///family with sequence similarity 86 member B1///family with sequence similarity 86 member C1"
"8016552"	"0.65693"	"9.59e-02"	"2.3347"	"PHB"	"prohibitin"
"8151471"	"0.65693"	"9.60e-02"	"2.3342"	"MRPS28///TPD52"	"mitochondrial ribosomal protein S28///tumor protein D52"
"8141380"	"0.65693"	"9.60e-02"	"2.334"	"ZNF3"	"zinc finger protein 3"
"7917182"	"0.65693"	"9.60e-02"	"2.3339"	"ADGRL4"	"adhesion G protein-coupled receptor L4"
"7949637"	"0.65693"	"9.60e-02"	"2.3339"	"MRPL11"	"mitochondrial ribosomal protein L11"
"7896381"	"0.65693"	"9.60e-02"	"2.3338"	""	""
"8107578"	"0.65693"	"9.60e-02"	"2.3337"	"SRFBP1"	"serum response factor binding protein 1"
"8068361"	"0.65693"	"9.60e-02"	"2.3336"	"SLC5A3"	"solute carrier family 5 member 3"
"7990090"	"0.65693"	"9.61e-02"	"2.3334"	""	""
"7923635"	"0.65693"	"9.61e-02"	"2.3331"	"PLEKHA6"	"pleckstrin homology domain containing A6"
"8111629"	"0.65693"	"9.61e-02"	"2.333"	"NUP155"	"nucleoporin 155"
"8045860"	"0.65693"	"9.61e-02"	"2.333"	"PKP4"	"plakophilin 4"
"7895167"	"0.65693"	"9.61e-02"	"2.333"	""	""
"7954602"	"0.65693"	"9.61e-02"	"2.3329"	""	""
"7895496"	"0.65698"	"9.62e-02"	"2.3325"	""	""
"8133442"	"0.65698"	"9.62e-02"	"2.3324"	"LAT2"	"linker for activation of T-cells family member 2"
"7895774"	"0.65698"	"9.62e-02"	"2.332"	""	""
"8112045"	"0.65698"	"9.62e-02"	"2.3319"	"ESM1"	"endothelial cell specific molecule 1"
"8000323"	"0.65698"	"9.62e-02"	"2.3319"	"NDUFAB1"	"NADH:ubiquinone oxidoreductase subunit AB1"
"8053386"	"0.65735"	"9.63e-02"	"2.3312"	""	""
"8018400"	"0.65744"	"9.63e-02"	"2.3309"	"RECQL5"	"RecQ like helicase 5"
"7978187"	"0.65744"	"9.64e-02"	"2.3306"	"NEDD8-MDP1///MDP1///CHMP4A"	"NEDD8-MDP1 readthrough///magnesium dependent phosphatase 1///charged multivesicular body protein 4A"
"7968798"	"0.65744"	"9.64e-02"	"2.3303"	""	""
"8143040"	"0.65744"	"9.64e-02"	"2.3299"	"SLC35B4"	"solute carrier family 35 member B4"
"7922343"	"0.65744"	"9.65e-02"	"2.3298"	"TNFSF4"	"tumor necrosis factor superfamily member 4"
"8077970"	"0.65744"	"9.65e-02"	"2.3298"	"FBLN2"	"fibulin 2"
"8118455"	"0.65744"	"9.65e-02"	"2.3297"	"C4B_2///C4B///C4A"	"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)"
"7964830"	"0.65755"	"9.65e-02"	"2.3292"	"SNORA70G"	"small nucleolar RNA, H/ACA box 70G"
"7922669"	"0.65755"	"9.65e-02"	"2.3291"	"STX6"	"syntaxin 6"
"8087780"	"0.65755"	"9.66e-02"	"2.3288"	""	""
"8157890"	"0.65755"	"9.66e-02"	"2.3286"	"PBX3"	"PBX homeobox 3"
"8168373"	"0.65755"	"9.66e-02"	"2.3284"	""	""
"8060370"	"0.65755"	"9.66e-02"	"2.3284"	"FAM110A"	"family with sequence similarity 110 member A"
"8142468"	"0.65755"	"9.66e-02"	"2.3283"	"TPM3///ROS1///NTRK1"	"tropomyosin 3///ROS proto-oncogene 1, receptor tyrosine kinase///neurotrophic receptor tyrosine kinase 1"
"7894408"	"0.65765"	"9.67e-02"	"2.3279"	""	""
"7893586"	"0.65765"	"9.68e-02"	"2.327"	""	""
"8015827"	"0.65765"	"9.68e-02"	"2.327"	"SOST"	"sclerostin"
"7899087"	"0.65765"	"9.68e-02"	"2.3267"	"PDIK1L"	"PDLIM1 interacting kinase 1 like"
"8068833"	"0.65765"	"9.68e-02"	"2.3265"	"PDE9A"	"phosphodiesterase 9A"
"8147541"	"0.65765"	"9.68e-02"	"2.3264"	""	""
"7950753"	"0.65765"	"9.68e-02"	"2.3263"	"CCDC90B"	"coiled-coil domain containing 90B"
"8038874"	"0.65765"	"9.68e-02"	"2.3263"	"LINC01530"	"long intergenic non-protein coding RNA 1530"
"7912155"	"0.65765"	"9.68e-02"	"2.3262"	""	""
"7979743"	"0.65765"	"9.69e-02"	"2.3258"	"RDH11"	"retinol dehydrogenase 11 (all-trans/9-cis/11-cis)"
"8148147"	"0.65765"	"9.69e-02"	"2.3256"	""	""
"7893140"	"0.65765"	"9.69e-02"	"2.3255"	""	""
"8114119"	"0.65765"	"9.69e-02"	"2.3255"	"FSTL4"	"follistatin like 4"
"7917019"	"0.65765"	"9.69e-02"	"2.3254"	"ERICH3"	"glutamate rich 3"
"7937112"	"0.65765"	"9.69e-02"	"2.3254"	"CFAP46"	"cilia and flagella associated protein 46"
"8070083"	"0.65766"	"9.70e-02"	"2.3251"	"TMEM50B"	"transmembrane protein 50B"
"7894802"	"0.65766"	"9.70e-02"	"2.325"	""	""
"7957954"	"0.6578"	"9.70e-02"	"2.3246"	""	""
"7935882"	"0.65787"	"9.70e-02"	"2.3243"	"FBXW4"	"F-box and WD repeat domain containing 4"
"8078834"	"0.65795"	"9.71e-02"	"2.3239"	"WDR48"	"WD repeat domain 48"
"7962489"	"0.65795"	"9.71e-02"	"2.3234"	"PLEKHA8P1"	"pleckstrin homology domain containing A8 pseudogene 1"
"7989249"	"0.65795"	"9.71e-02"	"2.3234"	""	""
"8065165"	"0.65795"	"9.72e-02"	"2.3229"	"SNX5"	"sorting nexin 5"
"7910792"	"0.65795"	"9.72e-02"	"2.3226"	"RYR2"	"ryanodine receptor 2"
"8119582"	"0.65795"	"9.72e-02"	"2.3226"	"GLTSCR1L"	"GLTSCR1 like"
"7988833"	"0.65795"	"9.73e-02"	"2.3223"	"LYSMD2"	"LysM domain containing 2"
"8082750"	"0.65795"	"9.73e-02"	"2.3223"	"UBA5"	"ubiquitin like modifier activating enzyme 5"
"7911263"	"0.65795"	"9.73e-02"	"2.3219"	"OR2M5"	"olfactory receptor family 2 subfamily M member 5"
"8176026"	"0.65795"	"9.73e-02"	"2.3218"	"FLNA"	"filamin A"
"8151306"	"0.65795"	"9.73e-02"	"2.3216"	""	""
"8020068"	"0.65795"	"9.73e-02"	"2.3215"	"ANKRD12"	"ankyrin repeat domain 12"
"8060205"	"0.65795"	"9.73e-02"	"2.3215"	"PASK"	"PAS domain containing serine/threonine kinase"
"8094974"	"0.65795"	"9.74e-02"	"2.3214"	"OCIAD1"	"OCIA domain containing 1"
"8107200"	"0.65795"	"9.74e-02"	"2.3213"	"RAB9BP1"	"RAB9B, member RAS oncogene family pseudogene 1"
"8074371"	"0.65795"	"9.74e-02"	"2.3212"	"DGCR14"	"DiGeorge syndrome critical region gene 14"
"7896329"	"0.65795"	"9.74e-02"	"2.3209"	""	""
"8137637"	"0.65795"	"9.74e-02"	"2.3208"	""	""
"7985920"	"0.65795"	"9.74e-02"	"2.3207"	"MESP2"	"mesoderm posterior bHLH transcription factor 2"
"8125512"	"0.65796"	"9.75e-02"	"2.3201"	"TAP1"	"transporter 1, ATP binding cassette subfamily B member"
"8178867"	"0.65796"	"9.75e-02"	"2.3201"	"TAP1"	"transporter 1, ATP binding cassette subfamily B member"
"8180061"	"0.65796"	"9.75e-02"	"2.3201"	"TAP1"	"transporter 1, ATP binding cassette subfamily B member"
"8106919"	"0.65796"	"9.75e-02"	"2.32"	""	""
"8150862"	"0.65797"	"9.76e-02"	"2.3196"	""	""
"7984453"	"0.65797"	"9.76e-02"	"2.3195"	"PIAS1"	"protein inhibitor of activated STAT 1"
"7895254"	"0.65797"	"9.76e-02"	"2.3194"	""	""
"8120382"	"0.65797"	"9.76e-02"	"2.3192"	"ZNF451"	"zinc finger protein 451"
"8018377"	"0.658"	"9.76e-02"	"2.319"	""	""
"7958262"	"0.65809"	"9.77e-02"	"2.3187"	"TCP11L2"	"t-complex 11 like 2"
"7892884"	"0.65813"	"9.77e-02"	"2.3182"	""	""
"7915882"	"0.65813"	"9.77e-02"	"2.318"	"EFCAB14"	"EF-hand calcium binding domain 14"
"8047485"	"0.65813"	"9.77e-02"	"2.3178"	""	""
"7932635"	"0.65813"	"9.78e-02"	"2.3175"	""	""
"7993404"	"0.65813"	"9.78e-02"	"2.3173"	"PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3"	"PKD1P6-NPIPP1 readthrough///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///nuclear pore complex interacting protein family member B4///polycystin 1, transient receptor potential channel interacting pseudogene 1///pyridoxal dependent decarboxylase domain containing 2, pseudogene///polycystin 1, transient receptor potential channel interacting pseudogene 2///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1///polycystin 1, transient receptor potential channel interacting///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3"
"8078014"	"0.65813"	"9.78e-02"	"2.3172"	"SLC6A6"	"solute carrier family 6 member 6"
"8119159"	"0.65813"	"9.78e-02"	"2.3171"	""	""
"7928531"	"0.65813"	"9.78e-02"	"2.3171"	"ZNF503-AS2"	"ZNF503 antisense RNA 2"
"8039353"	"0.65813"	"9.79e-02"	"2.3168"	"TNNI3"	"troponin I3, cardiac type"
"8002802"	"0.65813"	"9.79e-02"	"2.3168"	"WDR59"	"WD repeat domain 59"
"8156783"	"0.65829"	"9.79e-02"	"2.3163"	"COL15A1"	"collagen type XV alpha 1 chain"
"8176384"	"0.65829"	"9.79e-02"	"2.3162"	"ZFY"	"zinc finger protein, Y-linked"
"7925763"	"0.65829"	"9.80e-02"	"2.3159"	"SH3BP5L"	"SH3 binding domain protein 5 like"
"8147580"	"0.65829"	"9.80e-02"	"2.3158"	"VPS13B"	"vacuolar protein sorting 13 homolog B"
"7969374"	"0.65836"	"9.80e-02"	"2.3154"	"BORA"	"bora, aurora kinase A activator"
"8146618"	"0.65836"	"9.80e-02"	"2.3153"	"CLVS1"	"clavesin 1"
"7967067"	"0.65836"	"9.81e-02"	"2.3149"	""	""
"8174119"	"0.65836"	"9.81e-02"	"2.3147"	"ZMAT1"	"zinc finger matrin-type 1"
"8031884"	"0.65836"	"9.81e-02"	"2.3146"	"ZNF544"	"zinc finger protein 544"
"8138067"	"0.65836"	"9.81e-02"	"2.3143"	"CYTH3"	"cytohesin 3"
"8100478"	"0.65836"	"9.81e-02"	"2.3142"	"AASDH"	"aminoadipate-semialdehyde dehydrogenase"
"7956003"	"0.65836"	"9.81e-02"	"2.3142"	"OR6C4"	"olfactory receptor family 6 subfamily C member 4"
"8065652"	"0.65836"	"9.82e-02"	"2.3141"	"SUN5"	"Sad1 and UNC84 domain containing 5"
"8110090"	"0.65844"	"9.82e-02"	"2.3138"	"SFXN1"	"sideroflexin 1"
"8053009"	"0.65862"	"9.83e-02"	"2.3131"	"FBXO41"	"F-box protein 41"
"7921970"	"0.65862"	"9.83e-02"	"2.313"	"ALDH9A1"	"aldehyde dehydrogenase 9 family member A1"
"7959681"	"0.65862"	"9.83e-02"	"2.313"	"DNAH10"	"dynein axonemal heavy chain 10"
"7896865"	"0.65869"	"9.83e-02"	"2.3127"	"TTLL10"	"tubulin tyrosine ligase like 10"
"7923162"	"0.65869"	"9.83e-02"	"2.3124"	""	""
"8098995"	"0.65869"	"9.83e-02"	"2.3124"	"MXD4"	"MAX dimerization protein 4"
"8088219"	"0.6588"	"9.84e-02"	"2.312"	"FAM208A"	"family with sequence similarity 208 member A"
